uid,financial_application_rk,retro_date,logit_default,logit_grace03
1873546,72396617,2015-11-11,-3.513052,-1.079697
1021863,71487586,2015-10-23,-4.920004,-0.188023
1332746,69821014,2015-09-21,-3.329357,0.47151
187792,63779732,2015-05-11,-2.546818,-1.457538
2525264,64201233,2015-05-25,-2.318864,-0.879879
353651,60166815,2015-01-18,-1.820841,-1.198015
216640,67336980,2015-08-12,-1.773783,-0.04499
1986915,70789087,2015-10-08,-1.812377,-0.476086
1644491,73827437,2015-12-14,-2.038582,-0.268205
181645,71430763,2015-10-22,-3.70809,-1.169401
351743,66109794,2015-07-15,-1.528414,-0.164591
2303379,63799073,2015-05-12,,0.559718
146112,68560914,2015-09-09,-1.514574,-0.909344
2450445,61957507,2015-03-15,-3.391913,-1.10287
1285880,67196359,2015-08-09,-1.869296,-0.960375
2427778,70528828,2015-10-02,-1.892234,0.181351
1337181,69109317,2015-09-18,-2.367572,-1.54043
1342203,60824788,2015-02-07,-3.117091,-0.377951
565214,65904143,2015-07-12,-2.425001,-1.393419
1446301,65149114,2015-06-22,-1.61338,-1.513426
991431,60135786,2015-01-17,-2.239285,-0.680469
307359,78527532,2016-03-21,-2.155065,-1.155465
1911233,63529577,2015-05-03,-2.594856,-0.744323
731615,71616482,2015-10-26,-2.900974,-0.533909
1317325,67874028,2015-08-25,-3.046831,-1.404268
1966783,62333607,2015-03-27,-1.552835,-1.10904
344668,62647852,2015-04-06,-1.487724,-0.868467
595956,71406337,2015-10-21,-2.658153,-0.222021
508935,67240087,2015-08-10,,-2.031909
1581193,75984735,2016-01-28,-2.709505,-0.889612
2519086,74596684,2015-12-28,,-0.239236
2090160,65199145,2015-06-23,-2.616565,-0.045387
2255221,61395039,2015-02-23,,-1.50423
606544,71550936,2015-10-25,-2.460627,-0.691783
2364647,78669930,2016-03-24,-1.843671,-0.484592
440653,63745460,2015-05-10,-2.349297,-0.993047
259146,68784930,2015-09-14,-4.140444,0.515133
1754852,71300956,2015-10-19,,-0.46159
1408088,72900394,2015-11-22,-3.625726,-1.49337
546450,70893304,2015-10-10,-4.048284,-0.432181
266716,63737851,2015-05-10,-2.164828,-0.603818
2003113,63119385,2015-04-19,-3.04403,-0.822439
905265,69164319,2015-09-20,-3.196812,-0.949121
1273931,62203231,2015-03-23,,-0.369061
171639,68805371,2015-09-14,-4.089187,-0.219706
2199072,64480988,2015-06-03,-1.943498,-1.115699
1998618,70176591,2015-09-27,-3.878358,-1.015811
132468,63030922,2015-04-17,-2.596058,-0.667841
629316,65071081,2015-06-19,-4.16976,-0.940914
795865,66917385,2015-08-02,-4.008151,-0.208948
1945284,72349483,2015-11-10,-2.388909,-1.303012
1783572,66640453,2015-07-27,-2.246713,-1.210457
99733,71965681,2015-11-02,-3.864952,-0.903971
1116133,62156959,2015-03-22,-1.889567,-0.626667
503601,64879626,2015-06-14,-1.865195,-0.35267
1487161,65891589,2015-07-12,-2.121976,-0.679377
1142195,70530075,2015-10-02,-1.142135,-0.376265
793437,67878446,2015-08-25,-3.395819,-0.198588
430123,73945333,2015-12-16,-3.231101,-0.114822
2086327,67917792,2015-08-26,-1.914204,-0.887331
2483596,66537968,2015-07-24,,-1.423719
594529,71389187,2015-10-21,-2.813744,-1.633458
550443,60157158,2015-01-18,-2.070965,-0.843789
1463222,63716482,2015-05-09,-3.357821,0.7226
1328962,68213164,2015-09-01,-3.507763,-0.07519
2086724,61444592,2015-02-24,-3.342147,-0.061845
446690,63151683,2015-04-20,-3.273412,-0.0801
1620181,70295266,2015-09-28,-3.254219,-0.643556
2468367,78366594,2016-03-18,-1.738764,-1.604484
2305623,63344435,2015-04-26,-2.568083,-1.661327
82812,64817747,2015-06-12,-2.990478,-1.177553
1211358,70648164,2015-10-05,-4.038459,0.667952
622802,61367332,2015-02-21,-1.681347,-0.8137
1043897,60130127,2015-01-17,-2.418613,-1.801302
2069526,60430903,2015-01-26,-2.897167,0.196642
2284266,74403932,2015-12-25,,-0.697345
327415,66714098,2015-07-28,-2.196699,-0.762642
210421,71570874,2015-10-25,-1.932236,-0.816884
903358,62032345,2015-03-17,-2.195083,-1.173841
2026458,70027192,2015-09-24,-0.90538,-0.770182
329863,70576996,2015-10-04,-4.632259,0.063528
927839,64237166,2015-05-26,-3.228277,-0.025193
1092448,63617815,2015-05-05,-2.860161,-0.755496
2048768,66485012,2015-07-23,-2.194421,-0.71841
1800206,70553555,2015-10-03,,-0.244833
1543626,59862795,2015-01-10,-2.674985,-0.910908
157673,62303714,2015-03-26,-2.609997,-0.907504
1701628,66360896,2015-07-20,-1.843824,-1.221515
1165187,68144463,2015-08-31,-2.86281,-0.331762
2580282,59930696,2015-05-10,,-1.196621
972628,68942846,2015-09-16,-2.936231,-1.092955
2034536,62597999,2015-04-04,-2.090685,-0.318374
2082927,70426353,2015-09-30,-1.899303,-0.331066
764533,65623361,2015-07-05,-3.158481,-0.494231
114192,66731021,2015-07-29,-2.171957,-1.357026
692089,68227381,2015-09-02,-2.271383,-0.364788
2237836,70174934,2015-09-27,-0.784781,-1.693568
2608371,68226101,2015-09-02,-1.326619,-1.849721
2483887,67515479,2015-08-17,-4.359998,0.21249
818614,65762776,2015-07-09,-2.24707,-1.520038
1185612,73854489,2015-12-14,-5.446364,-0.687082
1169180,75353045,2016-01-15,-2.521966,-0.694578
1557766,62614635,2015-04-05,-3.665706,-1.417107
1981327,70137023,2015-09-26,-3.543591,-0.438968
474704,63147722,2015-04-20,-1.471222,-1.731744
608772,70461003,2015-10-01,-1.990202,-0.903255
466780,73985831,2015-12-17,-1.559863,-0.827691
1582867,67939327,2015-08-26,-0.607121,-0.921606
333507,67169673,2015-08-08,-3.031199,-0.009553
2264889,66914840,2015-08-02,-2.138725,0.273729
2452765,79655101,2016-04-15,,-1.463902
199106,73661746,2015-12-10,-2.956339,-1.639884
2314060,70402306,2015-09-30,-2.381829,-1.048996
1961399,64802520,2015-06-12,-2.174116,-0.917125
1373527,75074737,2016-01-10,,-0.915024
44216,73623711,2015-12-09,,-0.473217
1277496,72420264,2015-11-11,-2.30431,-0.73012
1239083,61008316,2015-02-11,-3.0532,-1.525056
1003752,63292357,2015-04-24,-2.804155,-1.750339
63133,62728108,2015-04-08,-1.871525,-1.800567
227671,62688134,2015-04-07,-3.452035,-0.748515
2241471,73238057,2015-11-30,-2.192853,-1.451774
2529362,64051864,2015-05-20,-2.997242,0.043011
65868,64531801,2015-06-04,-2.605026,-1.0082
1389215,67316382,2015-08-12,-4.205926,-0.217857
2122950,68059695,2015-08-29,,-0.381896
503352,70565132,2015-10-03,-2.685651,-0.769186
2435100,69896992,2015-09-22,-1.380699,-0.686959
1179945,78145242,2016-03-14,-3.354612,0.673697
754473,73118204,2015-11-27,-2.514272,-0.767736
1897688,74346650,2015-12-24,,-0.964383
2373321,68242341,2015-09-02,-2.814367,-1.211321
414933,61283150,2015-02-18,-1.632702,-0.97802
2021058,70788627,2015-10-08,-3.684218,-0.824562
593536,73219989,2015-11-30,-2.86148,-1.297527
413385,65856816,2015-07-11,-2.115742,-0.11416
917508,63422074,2015-04-28,-3.405687,1.643407
693244,65894222,2015-07-12,-1.345829,-0.112249
2277146,73444844,2015-12-05,-3.075062,-0.928467
370107,71956415,2015-11-02,-2.277956,-1.607497
1890717,63135025,2015-04-20,-2.069625,-1.47897
1270597,70973960,2015-10-12,-5.736159,0.962264
977596,71540558,2015-10-24,-2.489258,-0.506254
219132,73927194,2015-12-16,-2.938227,-0.391819
640617,66790112,2015-07-29,-1.994147,-0.981842
269555,63903510,2015-05-15,-2.450251,-0.502025
507649,73309905,2015-12-02,,-1.318644
253847,63129855,2015-04-20,,-1.291421
2343903,74400902,2015-12-25,-3.653058,-0.573612
2581921,64143785,2015-05-23,,-0.676675
1255264,64609530,2015-06-07,-2.90139,-0.99849
1413120,73005283,2015-11-25,-2.605565,-0.716646
561700,62076466,2015-03-19,-2.767134,-1.382582
2552781,71078099,2015-10-14,-2.270975,-1.280232
849404,72144454,2015-11-06,-1.502495,-0.362294
550437,67560122,2015-08-18,-1.356782,-1.356033
1422742,72461861,2015-11-12,-2.812632,-1.459392
2125316,62883346,2015-04-13,-2.755534,-1.634087
1667388,68427105,2015-09-06,-2.082001,-1.010266
951194,78472111,2016-03-20,-2.52421,-0.591093
1140975,73068472,2015-11-26,-4.595119,0.130134
470871,78766321,2016-03-26,-3.030783,-1.247132
1393719,70446318,2015-10-01,-2.342418,-0.249348
2403776,62613439,2015-04-05,-2.623633,-1.052995
617414,72679336,2015-11-17,-1.902587,-0.09864
338150,64419364,2015-06-01,-1.884079,-1.656735
129441,74233005,2015-12-22,-3.862823,1.952628
453055,64146797,2015-05-23,,-0.347081
339291,62220872,2015-03-24,-2.238853,-0.592542
508915,77602583,2016-03-02,-2.820633,-0.645021
1905642,67129741,2015-08-07,-2.175196,-1.273066
1596621,72788785,2015-11-19,-2.749851,-0.881567
36200,73886480,2015-12-15,-2.859709,0.236106
2384943,63647083,2015-05-06,,-1.115565
1032308,71790070,2015-10-29,-4.595119,0.707243
716142,63357671,2015-04-26,-1.185359,-0.686959
828956,68491912,2015-09-07,-3.273028,-1.275663
1276327,62385265,2015-03-29,,-0.370656
1297343,69166002,2015-09-20,-1.690909,-1.136762
948179,74126825,2015-12-20,-4.595119,-0.766175
1074756,66919248,2015-08-02,-3.336902,-0.653669
2375989,66689041,2015-07-28,-2.593884,-0.287651
572590,62794703,2015-04-10,-4.381134,-0.446885
1346153,63342986,2015-04-26,-3.293616,0.09786
1711799,72228617,2015-11-08,-2.957613,-1.044002
732420,65114931,2015-06-21,,-0.590112
2126629,72582910,2015-11-15,-1.866131,-0.613442
1027945,66838404,2015-07-30,-2.687672,-0.21495
757158,71716511,2015-10-28,-5.131364,-0.923745
375389,62751453,2015-04-09,-0.654555,-0.284853
2198252,64260469,2015-05-27,-2.399937,0.187554
2110569,63766707,2015-05-11,-2.011498,-1.503006
2431078,68598671,2015-09-10,-1.850422,-0.336775
616369,64022344,2015-05-19,-3.103918,0.072244
2377435,62662545,2015-04-06,-1.492057,-1.576745
1162325,68078394,2015-08-30,-0.290582,-1.599199
95263,74855169,2016-01-04,-1.848241,-1.339952
764212,63325293,2015-04-25,-5.088242,0.733077
289208,64913878,2015-06-15,-2.982014,-0.087197
869396,67479594,2015-08-16,-2.988459,3.924324
2135157,67598081,2015-08-19,-2.623678,-0.505122
1885792,74638104,2015-12-29,,0.196545
2174775,72243337,2015-11-08,-3.060574,0.323643
503507,72109076,2015-11-05,-1.394606,-0.686959
2261044,63910827,2015-05-15,-2.264134,-0.319469
1024197,71717237,2015-10-28,-4.857858,0.134747
1624033,73008191,2015-11-25,-2.167389,-1.163731
1734340,61461525,2015-02-25,-1.578475,-1.32677
311287,66143490,2015-07-16,-3.411991,0.212943
1270573,65818133,2015-07-09,-2.546241,-0.856567
2553260,67552998,2015-08-18,-2.826884,-0.488957
1571052,65318863,2015-06-27,-3.179232,-0.679117
996878,68056241,2015-08-29,-2.886067,-0.07558
1354331,62886254,2015-04-13,-0.523756,-1.272241
1570471,73512062,2015-12-07,-5.326529,-0.564531
288986,62030273,2015-03-17,-1.772429,-1.639309
465029,70693650,2015-10-06,-2.527901,-0.013416
2427707,72734944,2015-11-18,-1.011466,-0.731182
289361,63991024,2015-05-18,,-1.603778
1106156,73927098,2015-12-16,-4.636573,0.241645
2522379,66999729,2015-08-04,-2.698936,0.032949
1065734,72042910,2015-11-04,-3.470998,0.112066
746835,71394466,2015-10-21,,-0.919282
1646828,75846427,2016-01-26,,
748853,62915360,2015-04-14,-3.134901,0.147068
1117914,60322584,2015-01-22,-1.818212,-0.287239
614554,61807483,2015-03-10,-1.503094,-0.651014
1992614,74253770,2015-12-22,-3.356785,-0.879393
252643,68862596,2015-09-15,-2.538843,-1.555364
405445,66968644,2015-08-03,-2.735498,-0.451083
2377335,63243622,2015-04-23,-2.139161,-1.3631
861279,73548381,2015-12-08,-4.02613,-0.244891
2572328,68658712,2015-09-11,-2.338388,-0.180914
945023,61660145,2015-03-04,-3.79972,0.764847
1713650,68015111,2015-08-28,-2.959688,-0.519321
1438679,67292882,2015-08-11,-1.172473,-1.419326
651426,63014484,2015-04-16,-1.906866,-1.01944
1096932,60234182,2015-01-20,-2.822861,-0.818881
681639,70287627,2015-09-28,-3.648156,-0.465232
2343275,60903691,2015-02-10,-1.080154,-2.056673
563602,67259355,2015-08-10,-1.504256,-0.496624
291784,63633403,2015-05-06,,-1.656828
1828840,62823104,2015-04-11,-1.861224,-1.777161
1357899,66915000,2015-08-02,-4.353418,0.152022
1656761,60522269,2015-01-29,-2.605327,-0.331189
1902959,67518855,2015-08-17,-4.064631,-0.280677
201800,62886781,2015-04-13,-3.129547,0.064839
1977459,68860338,2015-09-15,-2.091716,-0.775525
1655365,69810131,2015-09-21,,-0.199179
1644479,62272257,2015-03-25,-3.35111,-0.6538
128140,62759220,2015-04-09,,-1.124404
358018,63522835,2015-05-02,-2.145835,-1.960622
27283,65514897,2015-07-02,-2.992793,-0.511094
1711552,68056457,2015-08-29,-2.56942,-1.3719
2085318,73718640,2015-12-11,-3.825493,0.421454
2104882,59918709,2015-01-11,-3.640536,1.14014
731800,68245606,2015-09-02,-4.331826,-0.083882
2270950,76416952,2016-02-07,-3.524964,-0.395358
1468789,62094469,2015-03-19,-2.110336,-0.924019
910708,67915079,2015-08-26,-1.833263,-1.256881
2412929,76150118,2016-02-01,-2.035608,-1.564553
449947,64317070,2015-05-28,-1.168826,-1.756866
2308927,62232238,2015-03-24,-3.370677,-0.202743
1484805,63037489,2015-04-17,-2.281042,-1.046922
1763958,72324704,2015-11-10,-3.958397,0.064388
2193863,71120797,2015-10-15,-3.758593,-1.350607
2064810,68788810,2015-09-14,-1.953057,-0.001719
355630,72583202,2015-11-15,-2.951908,-1.618683
1147009,65644455,2015-07-06,-3.654212,0.092074
176252,63110715,2015-04-19,-2.726404,-0.40607
26792,69777403,2015-09-20,-3.22788,-0.653525
104507,72231538,2015-11-08,-1.040231,-0.770376
2470430,61631817,2015-03-03,-1.646242,-1.475018
1939146,75952912,2016-01-28,-2.988352,0.098205
443829,78564694,2016-03-22,-3.783284,-0.361154
650963,66793375,2015-07-29,-4.175068,-0.989158
970325,65186879,2015-06-23,-2.889098,0.40321
1994868,64118132,2015-05-22,-2.319408,-0.719866
540934,63798517,2015-05-12,-1.968492,-1.374076
616363,64448201,2015-06-02,-2.036023,-0.058261
270048,72070589,2015-11-04,-3.029822,-1.469078
2069555,70174297,2015-09-27,-2.666256,-0.685631
585423,77837052,2016-03-07,-1.688485,-1.297735
389917,66450039,2015-07-22,-2.4532,-0.664533
686124,63338344,2015-04-26,-1.897362,-0.721541
95460,73369135,2015-12-03,-2.860237,-1.051148
1300918,71268228,2015-10-18,-1.644066,-0.870346
2560260,60210976,2015-01-19,-1.836161,-1.556923
1640581,65151021,2015-06-22,-1.705127,-1.034463
1254143,77387947,2016-02-27,-5.071019,-0.492331
993819,64123128,2015-05-22,-1.882181,-1.612549
1237892,64056471,2015-05-20,-3.921097,-0.11541
138541,70913049,2015-10-11,-2.424959,-1.224882
599128,68225983,2015-09-02,-2.453673,-1.072924
1692997,64172695,2015-05-24,-2.416873,-0.102971
304331,61547917,2015-02-28,-2.303478,-1.240775
1276095,63495550,2015-05-01,-1.93618,-1.142949
1445553,70097431,2015-09-25,-2.301756,-1.965213
726076,73285041,2015-12-01,-2.783128,-0.228454
298724,67841344,2015-08-24,,-0.347425
1793042,64805049,2015-06-12,-1.142511,-1.769019
2066565,63495077,2015-05-01,,-1.433726
2476459,73791815,2015-12-13,-4.077912,-0.310196
819467,71218757,2015-10-17,-3.923393,-0.471087
1631386,71524562,2015-10-24,-5.831358,0.134032
1549618,68620828,2015-09-10,,-0.063453
186320,63365333,2015-04-27,-0.15479,-0.48025
825466,63964452,2015-05-17,-3.574191,-0.197301
294352,74182287,2015-12-21,-1.545347,-0.836255
1084374,63419946,2015-04-28,-3.13138,0.015211
831231,61305852,2015-02-19,-3.736365,-0.762133
1291683,73267804,2015-12-01,-3.916536,1.071548
1373859,68616524,2015-09-10,-1.577389,-0.980795
607842,78691846,2016-03-25,-0.72135,-1.108294
2470554,68084145,2015-08-30,-4.175184,0.615162
1326459,68355389,2015-09-04,-1.61369,-1.009565
911397,60365282,2015-01-24,-2.786074,-1.157793
2426596,63536526,2015-05-03,-1.267143,-0.375736
804562,70412953,2015-09-30,-2.067538,-1.526388
1877072,63094222,2015-04-19,-1.630467,-0.56866
2068327,73335985,2015-12-02,-2.224616,-1.550132
1236703,64340729,2015-05-29,-2.698988,-0.597854
717108,73125056,2015-11-27,-3.029543,-0.564782
2580011,74523220,2015-12-27,,0.053361
425,69132863,2015-09-19,-3.167023,0.527557
1349313,67325280,2015-08-12,-2.161324,-1.303261
1095035,61958969,2015-03-15,-2.394138,0.226243
769004,66964461,2015-08-03,-3.617224,1.281646
1406504,69933744,2015-09-23,-2.823076,-1.493734
254522,63593905,2015-05-05,-2.182603,-1.028571
571358,64174219,2015-05-24,-2.624796,-0.18851
1295212,73330752,2015-12-02,-4.347867,1.794714
1116675,71952551,2015-11-02,-1.736671,-0.961897
2395914,63691195,2015-05-08,-1.749108,-1.107698
1439274,72595533,2015-11-15,-1.936042,-0.73024
184872,67230963,2015-08-10,-2.910262,-1.379075
736106,65423429,2015-06-30,-3.067231,-0.769077
2523671,74763310,2016-01-01,-4.595119,1.066799
2004080,70888326,2015-10-10,-2.191621,-0.930135
1312714,68822707,2015-09-14,,-0.271153
1638892,60738298,2015-02-04,-3.330778,-1.012076
2263409,69110427,2015-09-18,-2.618113,-1.214787
1754252,72693070,2015-11-12,,-0.724833
1256350,67904672,2015-08-25,-0.975311,-1.999722
2527189,64447722,2015-06-02,-1.554763,-1.516932
1075406,71573034,2015-10-25,-2.590362,-1.077449
405933,62315009,2015-03-26,-2.845065,0.221855
669723,72579938,2015-11-15,-3.842634,0.921078
2545897,72363678,2015-11-10,-2.273751,-1.140157
1165719,67210955,2015-08-09,-4.072871,-0.86942
403801,61443233,2015-02-24,-2.781828,-0.770216
740225,71482412,2015-10-23,-1.450627,-2.027073
1915965,62367569,2015-03-28,-3.065746,-0.910838
111504,68388908,2015-09-05,-3.489563,0.138011
2592441,68888628,2015-09-15,-2.036111,-1.666617
832068,63039563,2015-04-17,-3.346988,-0.757827
273196,76252211,2016-02-03,-1.989754,-1.833562
239301,66200857,2015-07-17,-2.698452,0.57583
2088785,67569608,2015-08-18,-2.558307,-0.739402
2064429,77625892,2016-03-02,-4.541882,-0.549471
593074,75613086,2016-01-21,-2.784563,-0.751098
590004,63760892,2015-05-11,-2.334986,-0.538778
908500,76702238,2016-02-12,-0.61372,-0.894368
897863,62402662,2015-03-29,-3.078308,0.014011
732445,63174444,2015-04-21,,-1.110403
1977226,66099662,2015-07-15,-2.341543,-1.470667
1694363,64642745,2015-06-08,-2.635465,-0.282882
2285151,60044513,2015-01-14,-0.865069,-1.551553
1009420,73660350,2015-12-10,-4.595119,0.801747
2489341,64269069,2015-05-27,,-1.083847
1125903,72558945,2015-11-14,-3.331214,-0.023858
1557612,67446912,2015-08-15,-2.524069,-0.185961
58649,65553262,2015-07-03,-2.029772,-1.222077
1530560,67593550,2015-08-19,-2.203965,-0.154449
1609756,71841011,2015-10-30,,-0.759309
1408862,61185850,2015-02-15,-2.454231,-0.894672
343408,59948083,2015-01-12,-2.776196,0.127875
1344013,63289040,2015-04-24,-1.789111,-0.370656
826900,65034664,2015-06-18,-1.104547,-1.622687
294048,59946872,2015-01-12,-1.671967,-1.205021
1008768,71659307,2015-10-27,-2.319122,-1.090385
1738509,62607188,2015-04-05,-2.654262,-0.83451
2268840,68954814,2015-09-16,-1.507572,-1.434465
2222716,73060394,2015-11-26,-2.499524,-0.755649
2258624,66860599,2015-07-31,,-0.717271
1935808,60656206,2015-02-02,-2.397567,-0.259623
2003704,69144473,2015-09-19,-2.463509,-2.014674
365159,64681092,2015-06-09,-2.389019,0.19428
189358,60806903,2015-02-06,,-0.156803
1778420,61854656,2015-03-11,-3.106719,-0.642187
161586,70398651,2015-09-30,-4.595119,1.221171
295052,71361086,2015-10-20,,-0.724725
1980201,65314865,2015-06-27,-1.315213,-1.171663
1302209,70355104,2015-09-29,-2.320696,-0.190694
1181657,63071868,2015-04-18,-2.286051,-0.819303
1517492,67756965,2015-08-22,-2.37159,0.262909
1520084,61569549,2015-03-01,-2.402422,-0.847109
1767096,65175312,2015-06-23,-1.555871,-0.364442
2371987,65595435,2015-07-05,-0.789053,-1.627772
535513,68596131,2015-09-10,-3.851205,-0.381059
1243447,73277536,2015-12-01,-2.819292,-1.564579
1136788,72964769,2015-11-24,-3.157737,-1.605553
292153,71178145,2015-10-16,,-0.828411
1774580,68892593,2015-09-15,-1.446132,-0.711204
573961,76575128,2016-02-10,-2.640173,-0.752423
35097,70453411,2015-10-01,-2.85866,-0.631074
603828,70590818,2015-10-04,-3.110489,0.270128
782537,62229520,2015-03-24,-2.119672,-0.997307
1759410,62755952,2015-04-09,-2.475931,-0.924415
1402931,65689710,2015-07-07,-3.019426,-0.627606
1856360,60333802,2015-01-23,-3.247283,-0.200997
1781487,67238352,2015-08-10,-2.447018,-1.136541
529580,68246474,2015-09-02,-1.993122,-1.178031
2377641,60552336,2015-01-30,-2.398226,-0.920297
574967,64087231,2015-05-21,-3.150104,0.194242
327075,67096311,2015-08-06,,-0.722698
2380427,61634622,2015-03-03,-2.730365,-0.931804
310566,60051785,2015-09-21,,
1293714,65376352,2015-06-29,-3.095526,-0.355428
1745254,70023352,2015-09-24,,-0.799573
675698,65310090,2015-06-27,-3.572169,-1.243481
2208715,67945445,2015-08-26,-3.833009,0.665876
782888,73467415,2015-12-06,-3.819174,-0.878138
1129042,72053360,2015-11-04,-4.595119,1.238289
2149033,67439270,2015-08-15,-2.318758,-0.824652
1576753,71321371,2015-10-19,-3.945988,-0.911826
415162,68792082,2015-09-14,,-0.567285
856061,78146053,2016-03-14,-2.442795,-0.772543
1328569,62920515,2015-04-14,-2.295063,-1.005698
855516,70527489,2015-10-02,-3.256447,-0.774309
2440368,63959470,2015-05-17,,0.497434
2096757,71357463,2015-10-20,-2.232626,-1.713532
977939,66200338,2015-07-17,-3.221694,0.003347
2227857,68506042,2015-09-08,-2.298581,-0.925838
1382508,69948053,2015-09-23,0.090713,-1.255223
1230036,65092950,2015-06-20,-1.995732,-2.026766
2438371,68747068,2015-09-13,-1.454174,-0.370656
2337135,72454380,2015-11-12,-3.118761,-1.229344
