uid,retro_date,financial_application_rk,partition,tcs_model_income
20628,2016-01-09,75027974,out_of_time,31728.21204414
20637,2015-05-21,64082243,train,31253.209784
20676,2015-05-02,63510760,test,28082.424422157
20760,2016-02-01,76162270,out_of_time,46656.066698
20797,2015-08-02,66931748,test,21346.165613007
20819,2015-10-27,71642379,train,12158.23341
20833,2015-04-07,62687368,train,52526.862844881
20845,2015-07-06,65641909,train,20285.867028
20856,2016-01-07,74962476,out_of_time,16742.980109588
20877,2015-07-10,65830240,train,39985.151877023
20910,2015-01-07,59767840,test,20979.090828
20919,2015-10-18,71265902,train,32606.436852727
20963,2015-10-20,71361294,test,10000.0
20975,2015-12-16,73945864,test,10000.0
21017,2015-06-15,64923092,train,46669.551168
21036,2015-08-26,67913304,train,27890.912959041
21068,2015-05-17,63947430,test,36915.737863366
21071,2015-11-04,72040293,train,67406.568014639
21083,2015-05-17,63950158,train,37387.152094
21100,2015-10-11,70913528,train,47423.781673037
21112,2015-12-23,74307903,test,11600.15664
21122,2015-11-23,72914716,train,10000.0
21257,2015-11-01,71927997,test,10263.528564
21310,2015-03-07,61746011,train,18128.652276
21354,2016-03-04,77709904,out_of_time,16511.246828
21358,2015-03-01,61580742,train,21662.0208469
21420,2016-02-21,77102336,out_of_time,11262.318828
21444,2015-03-26,62314313,train,16517.567051813
21447,2015-01-13,59968323,train,28618.09274
21576,2015-04-05,62619001,train,33094.823549632
21682,2015-12-10,73674623,train,19049.799856
21703,2015-12-06,73470778,train,29162.673644
21719,2015-07-16,66179283,train,41399.949685078
21795,2015-11-26,73046477,test,39789.233601512
21819,2015-05-05,63588215,train,10000.064828301
21855,2015-07-05,65623231,train,41944.642995903
21868,2015-10-13,71016899,test,19633.186316
22086,2015-10-14,71085126,train,10000.0
22110,2015-09-23,69952868,train,11896.208464
22114,2015-12-10,73654282,test,28673.860194638
22147,2015-10-18,71248232,train,31346.705765422
22195,2015-04-08,62733074,train,24890.369213696
22232,2015-08-23,67786711,train,25236.331419524
22287,2015-11-27,73121790,train,41540.521992683
22340,2015-03-29,62389071,train,35471.950989546
22424,2015-04-19,63115088,test,22801.834464
22468,2015-05-25,64194539,test,39900.85052
22471,2015-11-02,71977759,test,10000.0
22487,2015-09-19,69129617,train,10000.0
22517,2015-06-18,65036895,train,27682.02221
22563,2015-11-30,73234964,train,87826.459603463
22662,2015-08-05,67067034,train,31397.836235443
22683,2015-12-20,74152658,train,38234.396824
22696,2015-04-13,62873053,train,12192.387912
22702,2015-04-27,63367267,train,10783.074154
22777,2015-07-28,66697992,train,23842.897348
22799,2015-10-12,70997289,train,10999.396228
22867,2015-10-16,71173815,train,11637.274342
22872,2015-05-26,64234248,train,27164.705788705
22885,2015-12-16,73930674,train,33941.403348
22901,2016-02-05,76362458,out_of_time,21801.015397616
22918,2015-08-08,67178794,train,17180.792522
22981,2015-03-26,62301096,test,25051.294284492
23008,2015-08-03,66964961,test,10000.0
23028,2015-05-06,63625533,train,20297.72664
23071,2015-08-24,67860771,train,10000.0
23087,2016-02-16,76872168,out_of_time,49020.03115
23109,2015-01-09,59827544,train,22504.935742
23125,2015-10-16,71191715,test,34416.312828
23213,2015-11-28,73163257,train,14729.601222
23290,2015-04-17,63038488,test,11198.810078
23321,2015-02-23,61412247,train,26983.147646
23326,2015-07-22,66431567,train,33802.917883137
23336,2015-09-15,68848398,train,38888.505028
23352,2016-01-12,75186284,out_of_time,33182.409958
23431,2015-10-15,71146993,test,72482.227428
23512,2015-01-04,59703478,test,32282.689512
23515,2015-11-27,73129612,train,29734.811106
23534,2016-02-05,76357286,out_of_time,15106.886721053
23559,2015-08-17,67500822,test,19439.495444
23590,2015-08-25,61737825,train,29433.495348
23596,2015-08-03,66962222,test,10000.0
23638,2015-11-11,72402721,train,26392.25227732
23689,2015-05-10,63752575,train,22961.994034
23801,2015-03-24,62244220,train,99665.865225501
23915,2015-12-02,73330491,train,76358.149688997
23921,2015-05-09,63727795,train,22060.709508698
23953,2015-11-15,72597270,train,10000.0
23972,2015-10-28,71690141,train,31134.564534
23974,2015-02-20,61337525,train,43629.091046639
24014,2015-12-13,73782342,train,32462.888852596
24036,2015-06-24,65217012,train,42169.664045352
24207,2015-04-29,63441590,train,56929.765483859
24233,2015-10-28,71729569,train,54821.354187224
24255,2015-02-18,61267509,train,10000.0
24288,2015-09-30,70399596,train,19581.785190281
24345,2015-06-28,65338164,train,23053.269350535
24355,2015-04-24,63275404,train,27481.027228
24398,2015-12-08,73576437,test,27293.273692761
24429,2015-02-13,61128747,test,13721.023918
24463,2015-08-17,67520434,train,19050.474828
24506,2015-12-24,74357505,train,44886.060807005
24520,2016-01-24,75732278,out_of_time,75909.54812
24526,2015-12-03,73352655,test,101322.647801918
24581,2015-05-20,64076873,test,10000.0
24602,2015-10-25,71567520,train,20850.497922
24620,2015-07-06,65642485,train,99787.947908267
24668,2015-05-09,63717684,test,19570.51858
24691,2015-10-01,70480472,train,20587.850756
24707,2015-12-06,73465906,test,25896.697436
24749,2015-08-07,67140976,train,32287.811785764
24836,2016-02-27,77383023,out_of_time,57101.048724857
24840,2016-03-25,78717018,out_of_time,31192.465447999
24861,2016-02-12,76683578,out_of_time,23119.159601795
24927,2015-12-05,73435798,test,42812.566052
24943,2015-07-05,65592930,test,14716.828158
24944,2015-04-09,62747611,train,12104.883828
24945,2015-05-06,63624667,train,13752.515718
25061,2015-09-17,69039435,train,24791.174226
25094,2015-11-30,73234806,train,10000.0
25127,2015-12-10,73650393,train,38492.173429999
25147,2015-08-16,67472474,test,134113.16846
25197,2015-01-15,60067447,train,94851.905265142
25202,2015-09-14,68797256,test,10000.0
25218,2015-06-25,65249388,train,83248.928597343
25233,2015-08-02,66912791,train,29878.088751252
25261,2016-02-29,77504326,out_of_time,30101.51704
25323,2015-11-18,72744924,train,23250.647532
25328,2015-05-11,63776818,train,36027.828828
25334,2015-12-21,74183683,train,31368.062028
25389,2015-01-20,60237729,train,31390.46092
25493,2015-02-24,61426452,train,70938.075428
25617,2015-04-28,63412716,train,21751.681742
25722,2015-03-05,61700227,train,46389.091953999
25784,2015-08-18,67553630,test,65031.371827999
25855,2015-08-10,67240368,train,29275.55759657
25923,2015-11-07,72175661,test,17034.035828
25953,2015-08-31,68145545,train,32355.05274
25972,2015-10-01,70454648,test,10000.0
26072,2015-12-05,73434213,train,17556.701004
26084,2015-07-26,66625221,train,18509.954288
26190,2015-09-29,70374443,test,10000.0
26193,2015-11-23,72933876,train,10000.0
26194,2015-01-01,59615345,train,24129.923248
26200,2015-05-27,64272871,train,23587.971816
26244,2016-04-27,80294009,out_of_time,32452.14664
26251,2015-03-04,61658669,test,62505.314653612
26478,2015-04-05,62623592,train,33020.634948224
26491,2015-12-10,73646221,train,24103.40664
26500,2015-04-22,63205960,train,43505.830442525
26542,2015-06-24,65216356,test,15500.547688
26578,2015-06-08,64642596,train,34478.57931
26585,2015-05-06,63624744,train,40990.771828
26590,2015-06-01,64411527,train,62074.921762
26642,2015-11-25,73015498,test,21075.24912331
26722,2015-07-30,66811854,train,23947.539921948
26739,2015-02-16,61197539,train,33001.697504248
26741,2015-04-25,63318580,train,10000.0
26744,2015-06-13,64850122,test,26962.349882
26792,2015-09-20,69777403,train,32896.488348
26799,2015-12-26,74460895,train,10528.752828
26830,2015-09-22,69905437,test,22231.06944
26831,2015-08-11,67284114,train,29156.64424
26865,2015-10-28,71723658,train,32706.74164
26875,2015-11-19,72776502,train,23190.911675786
26895,2015-02-20,61343970,test,33717.23574
26958,2015-08-07,67128089,train,24727.877878704
27079,2015-09-14,68801390,train,18920.276266
27112,2015-10-20,71342233,train,12025.93467
27119,2016-03-20,78452647,out_of_time,14328.749128
27193,2016-02-23,77204746,out_of_time,36427.093922
27271,2016-02-17,76927815,out_of_time,33656.731571999
27283,2015-07-02,65514897,test,19845.179648
27293,2015-01-20,60236851,train,27068.65784
27304,2015-04-27,63394741,train,53461.493782
27320,2015-04-24,63286558,train,12388.196602
27373,2015-05-12,63799895,train,30379.113006011
27375,2015-11-01,71929295,train,12767.2693838
27431,2016-03-03,77644131,out_of_time,14701.66164
27444,2015-11-17,72701474,train,40375.478887031
27447,2015-10-24,71539551,train,36013.786139999
27454,2015-06-09,64694297,train,26003.893503605
27468,2016-01-26,75852396,out_of_time,20680.389028
27496,2015-01-29,60520223,test,10000.0
27503,2016-03-14,78139312,out_of_time,17024.255335384
27527,2015-12-29,74640790,train,31065.97543
27566,2015-04-26,63329344,train,22871.669748
27716,2015-02-25,61473429,train,10000.0
27740,2015-07-03,65548446,train,104746.263558567
27784,2015-11-05,72103014,train,23625.416861782
27803,2015-10-26,71596929,test,31974.077512
27852,2015-09-02,68228325,train,10999.849860307
27901,2015-02-11,60994191,train,11526.017863609
27924,2015-01-14,60028460,test,55686.508824
27949,2015-11-28,73169921,test,10000.0
27962,2015-05-26,64235865,train,20389.784239473
28048,2015-01-24,60366311,train,48493.648999705
28067,2015-02-15,61170255,train,27233.2346
28146,2015-01-27,60454277,train,27675.000910256
28175,2015-04-28,63418394,test,11512.967608
28178,2015-05-24,64167199,train,19517.6204926
28240,2015-07-20,66335778,train,31542.471638327
28312,2016-02-09,76546621,out_of_time,153304.205055999
28462,2015-01-04,59689963,train,68777.045772163
28472,2015-05-20,64063486,test,45474.682619103
28474,2015-02-26,61495620,train,27952.365465126
28490,2015-06-14,64880442,test,10000.0
28500,2015-09-08,68516296,train,27002.801369896
28505,2015-05-17,63958840,train,25782.291228
28586,2015-10-18,71268827,train,15723.663084281
28598,2015-06-27,65314997,train,81605.418102
28616,2016-03-23,78615731,out_of_time,21898.217228
28629,2015-10-16,71179124,train,15313.495892
28685,2015-03-29,62391089,train,37203.512648338
28702,2015-10-07,70742596,train,16711.170243558
28705,2015-04-12,62857640,train,37533.753418
28751,2015-09-13,68752126,train,34518.697161202
28812,2015-08-06,67088567,test,42696.938336959
28848,2015-11-04,72059065,train,44650.092987455
28858,2015-06-25,65257335,test,27432.452519964
28885,2015-10-30,71846080,test,20303.017228
28956,2016-03-12,78068856,out_of_time,88452.794227999
28993,2015-08-20,67649956,test,39566.622631181
29007,2015-10-27,71650102,train,10000.0
29008,2015-07-05,65605978,train,12840.638283217
29026,2016-03-04,77727521,out_of_time,66952.556194191
29055,2015-11-26,73050390,train,17259.028610941
29078,2015-09-19,69134121,train,41826.034104399
29105,2015-01-12,59957135,train,102645.577258
29121,2015-11-08,72243723,train,30763.114192
29148,2015-02-04,60705208,train,72974.223978716
29150,2015-11-08,72251475,train,52881.87124
29169,2015-12-20,74149972,train,28395.331679153
29201,2015-10-14,71097985,train,66939.18266691
29233,2015-05-15,63913283,test,10000.0
29237,2015-12-15,73898631,train,29763.583418963
29239,2015-12-16,73944545,train,23004.183926
29256,2015-06-19,65075071,train,22054.346228
29297,2015-07-25,66576025,train,37447.88653221
29318,2015-11-28,73163371,train,40944.128501955
29319,2015-04-16,63013728,train,31400.97877
29324,2015-06-21,65117581,test,24359.228477451
29355,2015-03-30,62425472,train,25131.880424651
29383,2015-04-20,63141254,train,41585.498552
29432,2015-07-25,66583737,train,14982.636894
29528,2015-05-13,63847671,train,24986.407044
29548,2015-12-18,74039087,train,15901.057426
29555,2015-08-22,67756425,train,29931.716496
29556,2015-07-28,66689245,train,29628.785752586
29579,2015-10-20,71360914,train,56632.862881737
29591,2015-08-29,68058635,train,31918.339884289
29616,2015-08-31,68115052,train,71991.633159698
29760,2015-12-15,73890079,train,10000.0
29858,2015-06-10,64715746,train,24944.940264
29895,2016-01-14,75276298,out_of_time,22989.52416
29916,2015-09-15,68907806,train,35715.883283999
29919,2015-05-24,64172860,test,33236.156214739
29956,2015-10-18,71254852,test,28738.604211981
29966,2015-04-17,63031677,train,33941.403348
29975,2015-07-10,65834233,train,35138.554356114
29980,2015-01-23,60334472,train,25562.06123
29985,2015-11-29,73186267,test,75769.532636504
30040,2015-09-12,68701625,train,81380.519391036
30046,2016-01-13,75242928,out_of_time,91068.493082
30117,2015-05-21,64095218,test,33689.8514103
30190,2015-11-12,72474800,train,65815.101273294
30192,2015-12-23,74299148,train,22067.595452215
30257,2015-09-13,68744392,train,27466.246842
30303,2015-02-24,61427309,train,25799.474821316
30375,2015-04-01,62505942,train,30520.749988
30399,2015-08-06,67090228,train,23325.973943815
30463,2016-01-11,75144621,out_of_time,67695.747228
30535,2015-02-24,61438303,test,37630.157534
30554,2016-01-25,75809983,out_of_time,42221.155828
30569,2015-09-25,70075504,train,39245.290579515
30572,2015-09-07,68481002,train,27014.697593938
30580,2015-09-10,68627575,train,20564.465122
30593,2015-10-21,71403137,train,34429.63017
30614,2016-03-15,78221815,out_of_time,23028.780228
30689,2015-05-04,63580294,test,31088.033709481
30695,2015-09-09,68579861,test,15402.593109443
30699,2016-01-28,75991200,out_of_time,71931.333918909
30755,2015-01-14,60048436,train,55070.234432
30772,2015-11-17,72699929,train,114476.585582359
30822,2015-04-28,63405830,train,11341.150988
30831,2015-08-06,67090326,train,10000.0
30836,2015-02-20,61334681,train,37848.818506707
30837,2015-01-06,59760253,train,16847.030902
30914,2015-08-23,67795434,train,26579.492414
30935,2015-06-04,64520974,test,36653.072228
30940,2015-05-07,63671265,train,52202.148228
30949,2015-08-09,67212306,test,32106.544574
30952,2015-10-07,70756163,train,23165.179776266
31047,2015-05-21,64091981,train,32394.176348
31090,2015-08-07,67129173,train,63888.533817689
31114,2015-11-30,73226769,train,46738.82154671
31115,2015-03-31,62459580,test,26871.987228
31184,2015-10-17,71223951,train,22265.178745849
31190,2015-10-16,71177850,train,14651.736228
31240,2015-05-30,64355871,train,51969.595228
31264,2015-08-04,67004494,train,43272.287538
31318,2015-04-04,62598368,train,12891.227718
31321,2015-10-18,71268988,train,41095.584738
31327,2015-08-09,67196352,test,17320.411692
31345,2015-05-04,63572294,train,43704.487027553
31400,2015-04-13,62874306,train,62402.271690857
31435,2015-08-08,67165307,train,14036.48216614
31479,2015-12-07,73529964,test,13928.012204146
31618,2015-11-02,71970719,train,17799.15325
31692,2015-10-09,70828003,train,14794.944228
31712,2015-10-29,71769615,test,32921.56608
31808,2015-04-26,63351515,train,27453.834614
31847,2015-07-31,66853719,train,29061.587092106
31871,2015-11-07,72181712,train,42011.27321248
31886,2015-07-04,65568134,train,17498.145044
31911,2015-11-26,73059838,train,62606.126616
31970,2015-03-16,61988013,train,11725.881228
32048,2015-04-13,62892952,test,58083.64059125
32127,2015-03-25,62279008,test,33894.022934
32150,2015-04-22,63213307,train,15794.951302
32207,2015-09-22,69869442,train,10000.0
32216,2015-06-03,64499194,train,27082.188348
32219,2015-12-07,73522959,train,14548.199832093
32316,2015-05-05,63590725,train,14887.008998
32416,2015-11-15,72581816,test,39554.07812113
32450,2015-05-26,64237104,train,27885.067622
32456,2015-10-20,71338079,train,59382.846043048
32479,2015-04-05,62620666,train,18451.473368
32510,2015-07-26,66607987,test,14984.336656286
32554,2015-09-02,68231839,test,29655.673228
32704,2015-07-31,66861034,train,12282.860278
32766,2015-09-13,68762964,train,29027.813228
32779,2015-12-04,73413779,train,17136.782958
32798,2015-06-02,64468295,train,47183.28282998
32885,2015-01-27,60454861,test,23528.938348
32901,2015-11-02,71966929,test,33867.372924
32911,2015-03-26,62305708,train,64626.172227999
32916,2016-01-31,76101311,out_of_time,68833.773396184
32956,2015-10-27,71659030,train,52000.497519994
32975,2015-12-17,73991513,train,15375.257562
32983,2015-08-31,68140239,train,64980.520264
33000,2015-07-29,66778517,train,54994.957012807
33018,2015-07-21,66401462,train,23288.060103892
33090,2015-11-17,72685884,train,25121.547832
33093,2015-06-24,65217881,train,92072.141629999
33118,2015-09-21,69815897,train,32941.821544
33206,2015-04-24,63300303,train,16428.693676
33218,2016-02-06,76386214,out_of_time,42584.895348936
33251,2015-11-11,72386712,train,66642.061028
33325,2015-03-14,61937379,train,50807.808794
33339,2015-12-09,73619943,train,41298.046383677
33362,2015-09-08,68503373,train,22448.651345393
33403,2015-08-02,66919351,train,34212.759956
33405,2015-06-25,65257542,train,47572.341231747
33411,2015-10-06,70689232,test,26157.001492571
33465,2015-11-17,72688825,train,12269.772836
33517,2015-07-12,65893284,train,17498.786321076
33625,2015-04-14,62922368,train,92308.584828
33631,2015-05-12,63811927,train,24705.451616105
33640,2015-05-12,63808496,train,54198.593890173
33675,2015-07-07,65699040,test,30416.762947806
33715,2015-11-23,72938821,test,45173.553282838
33798,2015-09-21,69798341,train,27796.046282
33801,2015-01-26,60429218,train,63107.341508
33850,2015-10-17,71228242,train,69590.790013839
33862,2015-10-27,71660378,train,46696.636973487
33889,2015-03-26,62314945,train,25501.339676
